ID,Treatment,Gradient,Pop,Population,Genotype,EarlyGrowth,Specific_Leaf_Area (SLA),Stomata,Flowering,Growth,Runnering,Elevation,Nheight,Slope,North_to_South
PN14_02,Dry,Axat,PN,Paounias,PN14,3.22,52.686,24,2.845,1.791,7.817,909,0.186,16.179,113.962
SX02_04,Dry,Montoulieu,SX,Seignaux,SX02,4.068,48.435,17,1.88,1.664,7.813,840,0.729,23.294,134.076
ML13_09,Normal,Montoulieu,ML,Montoulieu,ML13,3.12,78.379,29,4.88,4.354,7.809,466,0.126,21.386,82.073
BV13_03,Dry,Montoulieu,BV,Belveze,BV13,3.136,39.502,26,1.221,1.793,7.808,1261,0.825,13.681,138.27
PN01_04,Dry,Axat,PN,Paounias,PN01,3.021,46.528,22,1.815,1.153,7.806,909,0.186,16.179,113.962
TP10_06,Normal,Sourroque,TP,Toupi,TP10,3.223,68.981,24,3.025,3.216,7.774,1184,0.985,8.623,119.055
TC07_01,Dry,Montoulieu,TC,Tournac,TC07,3.586,51.706,28,1.505,1.547,7.757,1021,0.535,25.54,80.538
ML08_09,Normal,Montoulieu,ML,Montoulieu,ML08,2.858,85.018,23,2.37,3.106,7.727,466,0.126,21.386,82.073
TC09_06,Normal,Montoulieu,TC,Tournac,TC09,2.742,65.259,18,2.637,3.107,7.724,1021,0.535,25.54,80.538
LC12_07,Normal,Sourroque,LC,Lacourt,LC12,3.245,72.209,19,4.539,2.98,7.718,489,0.211,6.063,146.31
LC06_03,Dry,Sourroque,LC,Lacourt,LC06,3.477,47.104,22,2.714,1.562,7.682,489,0.211,6.063,146.31
PN14_01,Dry,Axat,PN,Paounias,PN14,3.849,44.777,22,2.706,1.562,7.682,909,0.186,16.179,113.962
TC06_04,Dry,Montoulieu,TC,Tournac,TC06,3.37,46.789,22,3.391,1.562,7.682,1021,0.535,25.54,80.538
PN05_02,Dry,Axat,PN,Paounias,PN05,3.465,45.93,26,2.101,2.215,7.675,909,0.186,16.179,113.962
SX04_02,Dry,Montoulieu,SX,Seignaux,SX04,3.909,70.619,26,1.096,1.303,7.675,840,0.729,23.294,134.076
SX14_02,Dry,Montoulieu,SX,Seignaux,SX14,3.676,55.923,26,2.344,1.043,7.67,840,0.729,23.294,134.076
PN10_03,Dry,Axat,PN,Paounias,PN10,3.277,51.889,22,1.563,1.96,7.653,909,0.186,16.179,113.962
BV03_02,Dry,Montoulieu,BV,Belveze,BV03,2.583,53.974,17,1.611,1.046,7.648,1261,0.825,13.681,138.27
LC01_02,Dry,Sourroque,LC,Lacourt,LC01,3.714,44.656,17,1.819,1.832,7.642,489,0.211,6.063,146.31
PN01_05,Dry,Axat,PN,Paounias,PN01,2.663,59.134,29,1.348,1.44,7.639,909,0.186,16.179,113.962
SQ03_07,Normal,Sourroque,SQ,Sourroque,SQ03,2.119,59.519,28,2.67,2.098,7.626,927,0.236,23.743,33.158
TP06_01,Dry,Sourroque,TP,Toupi,TP06,3.143,43.931,18,0.861,1.584,7.576,1184,0.985,8.623,119.055
BV01_01,Dry,Montoulieu,BV,Belveze,BV01,2.854,48.184,28,2.431,0.925,7.568,1261,0.825,13.681,138.27
PN01_08,Normal,Axat,PN,Paounias,PN01,2.759,56.632,16,1.696,2.248,7.562,909,0.186,16.179,113.962
SQ04_12,Wet,Sourroque,SQ,Sourroque,SQ04,2.317,60.625,21,5.164,2.248,7.562,927,0.236,23.743,33.158
SQ04_01,Dry,Sourroque,SQ,Sourroque,SQ04,4.049,47.621,23,2.438,1.986,7.553,927,0.236,23.743,33.158
G06_06,Normal,Grave,G,Grave,G06,2.102,52.507,24,0.698,1.192,7.55,1471,0.075,8.946,3.576
SQ16_01,Dry,Sourroque,SQ,Sourroque,SQ16,2.775,51.054,19,0.978,1.193,7.544,927,0.236,23.743,33.158
TC05_04,Dry,Montoulieu,TC,Tournac,TC05,3.349,44.035,21,2.715,1.194,7.538,1021,0.535,25.54,80.538
SQ03_10,Normal,Sourroque,SQ,Sourroque,SQ03,1.749,63.214,21,2.594,2.258,7.529,927,0.236,23.743,33.158
TP05_04,Dry,Sourroque,TP,Toupi,TP05,3.081,51.184,17,0.553,1.594,7.528,1184,0.985,8.623,119.055
LC13_02,Dry,Sourroque,LC,Lacourt,LC13,3.302,51.105,25,2.167,1.995,7.519,489,0.211,6.063,146.31
ML10_14,Wet,Montoulieu,ML,Montoulieu,ML10,3.062,62.705,24,2.23,3.198,7.505,466,0.126,21.386,82.073
PN05_01,Dry,Axat,PN,Paounias,PN05,2.722,47.052,21,2.026,2.135,7.494,909,0.186,16.179,113.962
TP15_05,Dry,Sourroque,TP,Toupi,TP15,3.877,45.414,16,0.895,2.536,7.492,1184,0.985,8.623,119.055
TC09_03,Dry,Montoulieu,TC,Tournac,TC09,3.788,50.698,17,2.957,1.605,7.477,1021,0.535,25.54,80.538
LC05_05,Dry,Sourroque,LC,Lacourt,LC05,4.119,45.865,21,1.391,2.275,7.473,489,0.211,6.063,146.31
BV12_07,Normal,Montoulieu,BV,Belveze,BV12,2.834,55.146,29,2.74,2.28,7.456,1261,0.825,13.681,138.27
F08_07,Normal,Grave,F,Freaux,F08,2.833,70.047,29,1.02,2.818,7.452,1409,0.194,29.362,9.545
BV13_09,Normal,Montoulieu,BV,Belveze,BV13,3.034,56.393,22,1.657,2.958,7.437,1261,0.825,13.681,138.27
SX04_09,Normal,Montoulieu,SX,Seignaux,SX04,2.716,67.166,22,2.862,2.692,7.429,840,0.729,23.294,134.076
ML06_15,Wet,Montoulieu,ML,Montoulieu,ML06,2.199,76.885,21,1.374,1.212,7.426,466,0.126,21.386,82.073
TC03_03,Dry,Montoulieu,TC,Tournac,TC03,3.538,47.622,23,2.491,1.755,7.407,1021,0.535,25.54,80.538
PN10_02,Dry,Axat,PN,Paounias,PN10,3.354,35.081,20,0.291,1.487,7.397,909,0.186,16.179,113.962
SX04_04,Dry,Montoulieu,SX,Seignaux,SX04,3.043,48.278,16,2.307,1.49,7.383,840,0.729,23.294,134.076
TC05_01,Dry,Montoulieu,TC,Tournac,TC05,3.376,57.904,22,2.431,1.763,7.374,1021,0.535,25.54,80.538
G07_04,Dry,Grave,G,Grave,G07,3.22,51.279,20,1.138,1.767,7.357,1471,0.075,8.946,3.576
SX12_04,Dry,Montoulieu,SX,Seignaux,SX12,4.096,56.072,19,2.666,2.175,7.356,840,0.729,23.294,134.076
SX01_03,Dry,Montoulieu,SX,Seignaux,SX01,2.44,43.996,24,1.646,1.225,7.347,840,0.729,23.294,134.076
TC05_03,Dry,Montoulieu,TC,Tournac,TC05,3.961,45.917,24,1.686,2.315,7.343,1021,0.535,25.54,80.538
BV10_08,Normal,Montoulieu,BV,Belveze,BV10,2.686,59.204,28,4.448,2.318,7.334,1261,0.825,13.681,138.27
PN02_01,Dry,Axat,PN,Paounias,PN02,2.912,45.474,22,2.013,0.82,7.317,909,0.186,16.179,113.962
SX06_07,Normal,Montoulieu,SX,Seignaux,SX06,3.684,70.392,28,1.969,4.106,7.306,840,0.729,23.294,134.076
TC09_08,Normal,Montoulieu,TC,Tournac,TC09,2.922,55.286,20,3.552,2.607,7.288,1021,0.535,25.54,80.538
SQ12_10,Normal,Sourroque,SQ,Sourroque,SQ12,2.202,49.087,20,0,1.785,7.283,927,0.236,23.743,33.158
LC03_02,Dry,Sourroque,LC,Lacourt,LC03,4.095,39.976,21,1.355,2.335,7.281,489,0.211,6.063,146.31
SX13_08,Normal,Montoulieu,SX,Seignaux,SX13,2.902,66.264,27,1.529,3.025,7.273,840,0.729,23.294,134.076
SX04_11,Wet,Montoulieu,SX,Seignaux,SX04,2.813,56.292,24,2.801,3.165,7.267,840,0.729,23.294,134.076
TC06_03,Dry,Montoulieu,TC,Tournac,TC06,4.098,44.409,22,1.384,2.065,7.264,1021,0.535,25.54,80.538
PN02_06,Normal,Axat,PN,Paounias,PN02,2.478,66.78,21,1.959,2.344,7.253,909,0.186,16.179,113.962
TC02_05,Dry,Montoulieu,TC,Tournac,TC02,3.144,47.682,20,1.218,1.655,7.251,1021,0.535,25.54,80.538
SQ16_02,Dry,Sourroque,SQ,Sourroque,SQ16,2.951,39.154,20,1.834,1.521,7.232,927,0.236,23.743,33.158
F10_10,Normal,Grave,F,Freaux,F10,2.656,54.795,20,1.682,1.523,7.223,1409,0.194,29.362,9.545
PN02_05,Dry,Axat,PN,Paounias,PN02,3.353,42.523,34,1.484,1.525,7.213,909,0.186,16.179,113.962
LC05_01,Dry,Sourroque,LC,Lacourt,LC05,3.455,48.762,22,0.732,2.085,7.194,489,0.211,6.063,146.31
TP10_03,Dry,Sourroque,TP,Toupi,TP10,3.223,49.397,27,3.467,1.114,7.181,1184,0.985,8.623,119.055
SX05_07,Normal,Montoulieu,SX,Seignaux,SX05,3.588,66.937,0,2.083,4.183,7.172,840,0.729,23.294,134.076
TC09_01,Dry,Montoulieu,TC,Tournac,TC09,3.414,48.434,22,2.881,1.537,7.157,1021,0.535,25.54,80.538
SX01_10,Normal,Montoulieu,SX,Seignaux,SX01,3.988,66.721,23,1.771,4.339,7.145,840,0.729,23.294,134.076
SQ08_08,Normal,Sourroque,SQ,Sourroque,SQ08,3.115,54.914,22,2.045,2.1,7.143,927,0.236,23.743,33.158
SQ06_09,Normal,Sourroque,SQ,Sourroque,SQ06,2.874,61.01,24,0.322,2.521,7.14,927,0.236,23.743,33.158
SX01_11,Wet,Montoulieu,SX,Seignaux,SX01,2.641,59.342,16,1.692,2.248,7.117,840,0.729,23.294,134.076
TC03_05,Dry,Montoulieu,TC,Tournac,TC03,3.509,49.06,20,1.097,1.691,7.096,1021,0.535,25.54,80.538
G05_05,Dry,Grave,G,Grave,G05,3.115,46.312,18,0.504,1.41,7.092,1471,0.075,8.946,3.576
PN02_10,Normal,Axat,PN,Paounias,PN02,2.528,57.236,16,1.171,2.964,7.085,909,0.186,16.179,113.962
BV04_03,Dry,Montoulieu,BV,Belveze,BV04,4.224,51.416,27,1.517,2.824,7.082,1261,0.825,13.681,138.27
LC09_02,Dry,Sourroque,LC,Lacourt,LC09,3.276,56.061,18,4.042,2.118,7.082,489,0.211,6.063,146.31
SQ08_06,Normal,Sourroque,SQ,Sourroque,SQ08,2.444,48.651,23,1.694,2.404,7.072,927,0.236,23.743,33.158
TP03_05,Dry,Sourroque,TP,Toupi,TP03,3.765,65.55,23,2.531,1.558,7.06,1184,0.985,8.623,119.055
SX07_09,Normal,Montoulieu,SX,Seignaux,SX07,2.404,64.114,19,2.123,1.277,7.048,840,0.729,23.294,134.076
SQ12_06,Normal,Sourroque,SQ,Sourroque,SQ12,2.214,57.424,26,0.647,1.703,7.046,927,0.236,23.743,33.158
LC06_10,Normal,Sourroque,LC,Lacourt,LC06,2.482,63.857,27,3.826,2.555,7.045,489,0.211,6.063,146.31
AT06_01,Dry,Sourroque,AT,Ates,AT06,3.019,44.973,24,2.191,1.704,7.042,750,0.422,13.803,6.34
ML06_14,Wet,Montoulieu,ML,Montoulieu,ML06,2.477,59.303,19,1.644,3.552,7.038,466,0.126,21.386,82.073
BV03_01,Dry,Montoulieu,BV,Belveze,BV03,3.556,44.593,28,1.455,1.714,7.001,1261,0.825,13.681,138.27
ML10_09,Normal,Montoulieu,ML,Montoulieu,ML10,3.665,62.594,23,3.462,3.289,6.993,466,0.126,21.386,82.073
TC13_07,Normal,Montoulieu,TC,Tournac,TC13,4.295,67.454,24,3.933,3.437,6.983,1021,0.535,25.54,80.538
SQ11_10,Normal,Sourroque,SQ,Sourroque,SQ11,3.115,51.916,26,2.673,3.152,6.98,927,0.236,23.743,33.158
TP03_02,Dry,Sourroque,TP,Toupi,TP03,3.565,49.525,28,0.935,1.44,6.944,1184,0.985,8.623,119.055
PN03_08,Normal,Axat,PN,Paounias,PN03,2.233,61.57,19,2.639,3.604,6.937,909,0.186,16.179,113.962
F06_03,Dry,Grave,F,Freaux,F06,3.589,51.434,18,0,2.458,6.916,1409,0.194,29.362,9.545
SX13_06,Normal,Montoulieu,SX,Seignaux,SX13,3.289,75.416,26,2.667,3.491,6.875,840,0.729,23.294,134.076
BV14_04,Dry,Montoulieu,BV,Belveze,BV14,3.631,65.226,28,1.266,1.456,6.868,1261,0.825,13.681,138.27
SQ13_10,Normal,Sourroque,SQ,Sourroque,SQ13,2.487,57.001,17,1.638,2.185,6.865,927,0.236,23.743,33.158
ML05_12,Wet,Montoulieu,ML,Montoulieu,ML05,4.099,56.895,18,2.678,3.5,6.857,466,0.126,21.386,82.073
G07_03,Dry,Grave,G,Grave,G07,2.537,44.562,15,0.726,1.025,6.829,1471,0.075,8.946,3.576
SQ11_03,Dry,Sourroque,SQ,Sourroque,SQ11,3.051,45.555,29,0.525,1.465,6.826,927,0.236,23.743,33.158
LC03_04,Dry,Sourroque,LC,Lacourt,LC03,2.881,41.02,23,0.913,2.056,6.809,489,0.211,6.063,146.31
SQ06_14,Wet,Sourroque,SQ,Sourroque,SQ06,2.799,60.049,22,4.856,2.792,6.805,927,0.236,23.743,33.158
PN13_05,Dry,Axat,PN,Paounias,PN13,4.132,49.215,18,1.3,2.205,6.803,909,0.186,16.179,113.962
TC11_03,Dry,Montoulieu,TC,Tournac,TC11,3.62,48.63,17,0.835,2.062,6.79,1021,0.535,25.54,80.538
SQ12_15,Wet,Sourroque,SQ,Sourroque,SQ12,2.964,45.268,0,1.503,3.392,6.781,927,0.236,23.743,33.158
PN12_15,Wet,Axat,PN,Paounias,PN12,2.994,55.891,24,1.058,5.317,6.771,909,0.186,16.179,113.962
PN08_04,Dry,Axat,PN,Paounias,PN08,2.758,45.784,23,1.992,1.625,6.769,909,0.186,16.179,113.962
PN13_07,Normal,Axat,PN,Paounias,PN13,2.896,65.892,18,2.105,2.808,6.766,909,0.186,16.179,113.962
AT14_05,Dry,Sourroque,AT,Ates,AT14,2.748,45.754,20,0.644,1.338,6.726,750,0.422,13.803,6.34
SQ11_02,Dry,Sourroque,SQ,Sourroque,SQ11,2.587,50.542,24,1.379,1.041,6.724,927,0.236,23.743,33.158
LC11_01,Dry,Sourroque,LC,Lacourt,LC11,3.464,49.852,20,1.37,1.785,6.723,489,0.211,6.063,146.31
ML06_01,Dry,Montoulieu,ML,Montoulieu,ML06,3.637,57.028,17,2.289,1.937,6.711,466,0.126,21.386,82.073
AT14_09,Normal,Sourroque,AT,Ates,AT14,2.884,57.545,29,1.215,2.384,6.711,750,0.422,13.803,6.34
PN03_11,Wet,Axat,PN,Paounias,PN03,3.034,59.649,22,2.525,4.778,6.697,909,0.186,16.179,113.962
TC12_07,Normal,Montoulieu,TC,Tournac,TC12,2.824,68.389,20,4.468,2.696,6.677,1021,0.535,25.54,80.538
ML05_02,Dry,Montoulieu,ML,Montoulieu,ML05,2.206,55.144,22,1.58,1.351,6.662,466,0.126,21.386,82.073
LC10_04,Dry,Sourroque,LC,Lacourt,LC10,3.127,43.663,14,2.611,2.105,6.651,489,0.211,6.063,146.31
SX07_03,Dry,Montoulieu,SX,Seignaux,SX07,2.96,48.603,18,2.406,1.356,6.637,840,0.729,23.294,134.076
TC05_06,Normal,Montoulieu,TC,Tournac,TC05,3.663,58.896,25,1.428,3.768,6.635,1021,0.535,25.54,80.538
ML13_13,Wet,Montoulieu,ML,Montoulieu,ML13,3.11,65.789,22,1.566,3.769,6.633,466,0.126,21.386,82.073
AT01_10,Normal,Sourroque,AT,Ates,AT01,3.017,57.104,27,1.946,3.921,6.631,750,0.422,13.803,6.34
ML08_07,Normal,Montoulieu,ML,Montoulieu,ML08,3.631,66.356,18,2.717,3.925,6.624,466,0.126,21.386,82.073
TP13_08,Normal,Sourroque,TP,Toupi,TP13,2.641,58.82,27,1.387,2.569,6.617,1184,0.985,8.623,119.055
BV10_07,Normal,Montoulieu,BV,Belveze,BV10,3.691,70.929,28,4.126,3.33,6.607,1261,0.825,13.681,138.27
AT02_12,Wet,Sourroque,AT,Ates,AT02,3.332,57.137,29,1.887,5.45,6.606,750,0.422,13.803,6.34
LC12_13,Wet,Sourroque,LC,Lacourt,LC12,3.253,71.361,19,2.582,3.18,6.604,489,0.211,6.063,146.31
SQ04_14,Wet,Sourroque,SQ,Sourroque,SQ04,2.777,52.258,23,3.831,4.544,6.602,927,0.236,23.743,33.158
TP15_04,Dry,Sourroque,TP,Toupi,TP15,3.499,43.037,17,1.86,1.668,6.595,1184,0.985,8.623,119.055
ML14_04,Dry,Montoulieu,ML,Montoulieu,ML14,3.681,50.81,23,1.372,1.668,6.595,466,0.126,21.386,82.073
SX03_09,Normal,Montoulieu,SX,Seignaux,SX03,2.518,72.717,21,1.779,3.644,6.586,840,0.729,23.294,134.076
LC08_09,Normal,Sourroque,LC,Lacourt,LC08,2.791,67.745,23,3.305,3.959,6.567,489,0.211,6.063,146.31
TC02_07,Normal,Montoulieu,TC,Tournac,TC02,2.709,55.486,21,2.075,3.2,6.563,1021,0.535,25.54,80.538
TC01_07,Normal,Montoulieu,TC,Tournac,TC01,2.51,56.352,26,2.137,2.286,6.562,1021,0.535,25.54,80.538
ML08_01,Dry,Montoulieu,ML,Montoulieu,ML08,3.546,52.975,28,3.834,2.745,6.557,466,0.126,21.386,82.073
PN05_10,Normal,Axat,PN,Paounias,PN05,3.21,61.093,24,2.205,3.513,6.547,909,0.186,16.179,113.962
ML14_06,Normal,Montoulieu,ML,Montoulieu,ML14,3.823,61.913,19,3.562,3.669,6.541,466,0.126,21.386,82.073
ML14_07,Normal,Montoulieu,ML,Montoulieu,ML14,3.579,61.548,22,2.588,4.605,6.515,466,0.126,21.386,82.073
AT03_07,Normal,Sourroque,AT,Ates,AT03,3.064,68.135,23,2.345,3.072,6.51,750,0.422,13.803,6.34
SX02_05,Dry,Montoulieu,SX,Seignaux,SX02,3.847,59.643,19,2.02,2.461,6.501,840,0.729,23.294,134.076
ML03_04,Dry,Montoulieu,ML,Montoulieu,ML03,2.823,52.103,28,0.283,1.385,6.498,466,0.126,21.386,82.073
TC07_09,Normal,Montoulieu,TC,Tournac,TC07,3.567,63.269,22,2.09,3.235,6.491,1021,0.535,25.54,80.538
SQ05_07,Normal,Sourroque,SQ,Sourroque,SQ05,1.821,54.526,33,1.577,2.004,6.487,927,0.236,23.743,33.158
LC05_06,Normal,Sourroque,LC,Lacourt,LC05,3.889,71.406,24,1.519,4.803,6.454,489,0.211,6.063,146.31
ML11_04,Dry,Montoulieu,ML,Montoulieu,ML11,3.262,53.202,21,2.312,1.24,6.452,466,0.126,21.386,82.073
TP03_09,Normal,Sourroque,TP,Toupi,TP03,3.353,57.09,22,1.904,3.568,6.446,1184,0.985,8.623,119.055
TC09_09,Normal,Montoulieu,TC,Tournac,TC09,3.794,58.899,30,2.565,4.966,6.444,1021,0.535,25.54,80.538
LC10_02,Dry,Sourroque,LC,Lacourt,LC10,2.719,47.512,21,2.941,1.708,6.44,489,0.211,6.063,146.31
SX01_13,Wet,Montoulieu,SX,Seignaux,SX01,2.063,63.796,19,0.612,0.935,6.417,840,0.729,23.294,134.076
BV01_04,Dry,Montoulieu,BV,Belveze,BV01,3.094,51.618,23,3.316,0.781,6.402,1261,0.825,13.681,138.27
PN04_02,Dry,Axat,PN,Paounias,PN04,2.969,41.048,20,1.024,2.345,6.397,909,0.186,16.179,113.962
TP06_05,Dry,Sourroque,TP,Toupi,TP06,3.323,42.181,27,1.284,1.564,6.394,1184,0.985,8.623,119.055
SQ02_12,Wet,Sourroque,SQ,Sourroque,SQ02,2.616,70.463,20,1.894,2.826,6.369,927,0.236,23.743,33.158
F06_01,Dry,Grave,F,Freaux,F06,3.615,53.64,19,0.933,2.357,6.364,1409,0.194,29.362,9.545
SQ05_04,Dry,Sourroque,SQ,Sourroque,SQ05,2.02,58.134,28,0.805,0.946,6.342,927,0.236,23.743,33.158
TP08_09,Normal,Sourroque,TP,Toupi,TP08,3.127,67.442,28,3.264,3.314,6.337,1184,0.985,8.623,119.055
BV04_08,Normal,Montoulieu,BV,Belveze,BV04,2.161,57.528,20,2.366,1.582,6.321,1261,0.825,13.681,138.27
TC06_05,Dry,Montoulieu,TC,Tournac,TC06,4.262,51.04,29,0.885,2.216,6.318,1021,0.535,25.54,80.538
TC04_07,Normal,Montoulieu,TC,Tournac,TC04,3.356,68.251,19,2.009,3.975,6.289,1021,0.535,25.54,80.538
SX03_06,Normal,Montoulieu,SX,Seignaux,SX03,3.558,57.353,19,1.03,4.778,6.279,840,0.729,23.294,134.076
BV06_08,Normal,Montoulieu,BV,Belveze,BV06,3.804,51.931,18,2.22,4.784,6.271,1261,0.825,13.681,138.27
AT16_08,Normal,Sourroque,AT,Ates,AT16,2.213,51.557,25,1.76,1.925,6.234,750,0.422,13.803,6.34
LC05_07,Normal,Sourroque,LC,Lacourt,LC05,3.9034,74.917,21,2.202,4.982,6.222,489,0.211,6.063,146.31
AT13_14,Wet,Sourroque,AT,Ates,AT13,2.037,52.396,19,2.583,1.768,6.222,750,0.422,13.803,6.34
PN12_09,Normal,Axat,PN,Paounias,PN12,3.179,67.552,21,0,4.662,6.221,909,0.186,16.179,113.962
BV10_10,Normal,Montoulieu,BV,Belveze,BV10,3.616,57.653,34,2.469,4.022,6.216,1261,0.825,13.681,138.27
BV12_10,Normal,Montoulieu,BV,Belveze,BV12,3.763,59.358,25,0.881,4.023,6.214,1261,0.825,13.681,138.27
SX13_13,Wet,Montoulieu,SX,Seignaux,SX13,2.663,62.353,22,3.003,5.152,6.211,840,0.729,23.294,134.076
PN10_08,Normal,Axat,PN,Paounias,PN10,2.602,56.541,23,0,2.093,6.211,909,0.186,16.179,113.962
PN02_07,Normal,Axat,PN,Paounias,PN02,2.42,57.366,23,2.076,2.738,6.209,909,0.186,16.179,113.962
TP01_04,Dry,Sourroque,TP,Toupi,TP01,4.508,49.885,18,0.564,2.416,6.209,1184,0.985,8.623,119.055
SQ01_10,Normal,Sourroque,SQ,Sourroque,SQ01,3.448,63.815,27,2.128,4.03,6.203,927,0.236,23.743,33.158
PN14_10,Normal,Axat,PN,Paounias,PN14,2.795,62.594,19,3.205,3.225,6.202,909,0.186,16.179,113.962
BV12_06,Normal,Montoulieu,BV,Belveze,BV12,3.939,58.094,20,2.204,4.683,6.193,1261,0.825,13.681,138.27
AT05_03,Dry,Sourroque,AT,Ates,AT05,2.981,48.478,17,1.707,2.1,6.19,750,0.422,13.803,6.34
PN07_04,Dry,Axat,PN,Paounias,PN07,1.831,40.913,21,0.779,1.294,6.182,909,0.186,16.179,113.962
TP05_01,Dry,Sourroque,TP,Toupi,TP05,2.884,46.577,26,0.304,1.295,6.178,1184,0.985,8.623,119.055
PN03_14,Wet,Axat,PN,Paounias,PN03,3.136,58.7,17,2.054,5.666,6.177,909,0.186,16.179,113.962
TP07_04,Dry,Sourroque,TP,Toupi,TP07,3.277,43.273,16,0.72,1.621,6.169,1184,0.985,8.623,119.055
LC05_09,Normal,Sourroque,LC,Lacourt,LC05,4.094,78.528,24,1.063,4.722,6.141,489,0.211,6.063,146.31
ML01_10,Normal,Montoulieu,ML,Montoulieu,ML01,2.961,71.143,24,4.216,3.277,6.103,466,0.126,21.386,82.073
TC14_06,Normal,Montoulieu,TC,Tournac,TC14,3.31,61.575,24,2.634,3.773,6.096,1021,0.535,25.54,80.538
LC08_02,Dry,Sourroque,LC,Lacourt,LC08,3.558,49.384,30,1.985,1.806,6.091,489,0.211,6.063,146.31
ML06_07,Normal,Montoulieu,ML,Montoulieu,ML06,2.516,68.402,19,1.5,2.794,6.084,466,0.126,21.386,82.073
BV06_01,Dry,Montoulieu,BV,Belveze,BV06,3.901,48.711,24,2.11,2.795,6.082,1261,0.825,13.681,138.27
SQ01_13,Wet,Sourroque,SQ,Sourroque,SQ01,1.58,53.88,23,3.222,2.469,6.075,927,0.236,23.743,33.158
SQ08_10,Normal,Sourroque,SQ,Sourroque,SQ08,3.15,56.161,21,4.349,4.116,6.074,927,0.236,23.743,33.158
SQ03_09,Normal,Sourroque,SQ,Sourroque,SQ03,3.12,65.024,23,2.171,2.8,6.071,927,0.236,23.743,33.158
TC12_09,Normal,Montoulieu,TC,Tournac,TC12,3.845,60.189,25,3.736,4.448,6.07,1021,0.535,25.54,80.538
ML07_15,Wet,Montoulieu,ML,Montoulieu,ML07,3.333,75.226,19,2.626,3.79,6.069,466,0.126,21.386,82.073
TC06_11,Wet,Montoulieu,TC,Tournac,TC06,2.659,58.068,13,2.181,1.155,6.061,1021,0.535,25.54,80.538
LC09_07,Normal,Sourroque,LC,Lacourt,LC09,3.934,76.477,22,0.598,5.287,6.053,489,0.211,6.063,146.31
TC08_15,Wet,Montoulieu,TC,Tournac,TC08,3.634,63.394,23,3.225,5.783,6.052,1021,0.535,25.54,80.538
TP10_01,Dry,Sourroque,TP,Toupi,TP10,2.824,48.247,19,1.737,1.653,6.05,1184,0.985,8.623,119.055
SQ04_02,Dry,Sourroque,SQ,Sourroque,SQ04,4.005,48.144,21,2.314,2.149,6.049,927,0.236,23.743,33.158
LC04_11,Wet,Sourroque,LC,Lacourt,LC04,3.278,59.605,21,2.255,4.471,6.039,489,0.211,6.063,146.31
LC03_08,Normal,Sourroque,LC,Lacourt,LC03,3.733,58.202,27,1.61,4.645,6.028,489,0.211,6.063,146.31
SQ03_12,Wet,Sourroque,SQ,Sourroque,SQ03,1.313,57.777,17,3.149,3.488,6.021,927,0.236,23.743,33.158
SQ04_10,Normal,Sourroque,SQ,Sourroque,SQ04,3.333,55.829,25,3.007,4.985,6.018,927,0.236,23.743,33.158
TP01_09,Normal,Sourroque,TP,Toupi,TP01,3.222,68.649,29,2.24,3.325,6.015,1184,0.985,8.623,119.055
SQ04_06,Normal,Sourroque,SQ,Sourroque,SQ04,3.014,54.068,27,1.929,3.331,6.004,927,0.236,23.743,33.158
AT13_02,Dry,Sourroque,AT,Ates,AT13,2.107,46.182,20,0.487,1.166,6.003,750,0.422,13.803,6.34
TP15_08,Normal,Sourroque,TP,Toupi,TP15,3.15,54.615,18,3.394,4,6,1184,0.985,8.623,119.055
TP14_10,Normal,Sourroque,TP,Toupi,TP14,3.276,63.065,20,2.701,3.674,5.988,1184,0.985,8.623,119.055
TC08_13,Wet,Montoulieu,TC,Tournac,TC08,3.826,60.085,22,2.463,6.685,5.984,1021,0.535,25.54,80.538
SX14_05,Dry,Montoulieu,SX,Seignaux,SX14,4.245,47.203,21,2.635,2.179,5.966,840,0.729,23.294,134.076
TP14_08,Normal,Sourroque,TP,Toupi,TP14,3.162,57.394,24,2.929,3.189,5.958,1184,0.985,8.623,119.055
TC08_14,Wet,Montoulieu,TC,Tournac,TC08,3.06,73.955,19,3.863,6.379,5.957,1021,0.535,25.54,80.538
TC01_09,Normal,Montoulieu,TC,Tournac,TC01,3.657,57.129,21,2.432,4.377,5.94,1021,0.535,25.54,80.538
TC03_02,Dry,Montoulieu,TC,Tournac,TC03,3.65,48.392,23,1.522,2.19,5.936,1021,0.535,25.54,80.538
SX01_12,Wet,Montoulieu,SX,Seignaux,SX01,3.772,72.685,20,1.46,5.054,5.936,840,0.729,23.294,134.076
ML15_07,Normal,Montoulieu,ML,Montoulieu,ML15,3.302,59.503,23,2.728,3.709,5.932,466,0.126,21.386,82.073
TC09_11,Wet,Montoulieu,TC,Tournac,TC09,3.546,52.602,24,2.861,6.407,5.931,1021,0.535,25.54,80.538
AT07_08,Normal,Sourroque,AT,Ates,AT07,3.167,57.684,21,1.528,5.065,5.923,750,0.422,13.803,6.34
TC06_08,Normal,Montoulieu,TC,Tournac,TC06,3.361,62.398,26,1.919,3.039,5.923,1021,0.535,25.54,80.538
LC11_03,Dry,Sourroque,LC,Lacourt,LC11,3.623,53.355,31,1.809,1.52,5.921,489,0.211,6.063,146.31
LC03_07,Normal,Sourroque,LC,Lacourt,LC03,4.166,58.934,27,1.767,4.226,5.916,489,0.211,6.063,146.31
